17.393103,14.098428,20.246880,15.011754,14.640635,14.640635,10.960342,19.511253,14.640635,16.866226,15.354529,20.194584,14.640635,14.640635,14.640635,14.640635,17.289436,14.640635,18.339436,14.640635,
10.960342,14.640635,13.695946,17.660221,7.506971,14.098428,16.737988,15.034639,14.640635,16.737988,14.065292,15.034639,14.705836,14.445161,13.388955,14.618523,12.206946,15.892874,14.640635,13.161090,
7.506971,14.217853,15.790889,12.833294,15.034639,10.960342,15.249340,22.111443,19.117855,14.640635,14.065292,15.034639,14.640635,16.429359,16.737988,14.618523,16.298975,16.315865,14.640635,14.640635,
7.506971,15.034639,15.524720,13.870154,15.034639,10.960342,14.640635,14.640635,17.350378,11.656029,14.065292,11.661947,14.640635,14.640635,10.856726,11.059414,14.640635,20.344568,14.558274,14.640635,
7.506971,13.917799,15.034639,16.541010,15.306219,10.856726,15.034639,15.011754,9.506289,14.640635,14.065292,14.633212,14.623343,14.686196,15.355679,14.640635,15.034639,14.640635,19.299528,15.034639,
7.506971,16.711990,14.620866,14.602157,15.034639,9.506289,15.034639,14.331890,14.769774,15.034639,14.065292,8.026286,14.640635,15.428826,14.847702,10.566744,14.161880,15.034639,14.244693,14.640635,
7.506971,11.705002,16.030184,7.506971,18.682558,8.026286,14.244684,14.640635,14.640635,14.640635,14.065292,18.097973,15.034639,17.749731,14.640635,17.892973,12.291422,14.640635,12.916270,21.670321,
7.506971,8.443208,14.265030,11.340857,15.034639,7.506971,15.034639,18.210295,11.705002,11.705002,14.065292,14.640635,15.383782,15.428826,15.786660,14.640635,14.640635,13.296132,14.640635,15.034639,
7.506971,11.619593,14.640635,16.159266,15.034639,7.506971,14.640635,11.120990,15.034639,15.034639,14.065292,14.678715,14.640635,14.640635,14.640635,15.034639,21.281881,14.640635,14.640635,9.193944,
7.506971,13.539095,22.595879,14.649020,14.640635,7.506971,14.640635,17.745277,14.640635,15.034639,14.065292,15.929550,15.034639,22.674274,20.199833,14.640635,14.640635,14.694477,15.034639,14.222671,
7.506971,15.792287,14.640635,15.833192,14.640635,7.506971,19.017412,15.556399,14.640635,14.640635,14.065292,14.640635,14.640635,15.034639,11.120990,14.053019,19.565926,14.640635,9.105192,14.575318,
7.506971,14.262130,19.584831,11.853814,14.258131,7.506971,11.705002,14.069548,11.705002,10.938577,14.065292,14.897416,15.007215,14.640635,14.571939,14.205744,14.640635,14.640635,15.034639,14.640635,
7.506971,17.453199,15.034639,18.682558,14.640635,7.506971,14.138572,15.034639,15.034639,8.963075,14.065292,14.640635,19.986246,14.640635,15.034639,14.640635,14.640635,14.640635,8.148631,15.034639,
7.506971,17.130182,22.122469,10.955028,15.893028,7.506971,14.680632,17.979431,15.034639,15.034639,14.065292,16.591780,15.034639,6.928991,15.034639,14.640635,14.640635,16.921661,15.034639,16.186462,
6.928991,14.017876,15.034639,14.640635,16.140383,7.506971,14.640635,13.708508,15.034639,12.819488,14.065292,14.640635,14.528798,17.828617,14.640635,14.640635,14.640635,14.640635,11.035974,11.661947,
6.928991,13.673872,15.034639,14.640635,14.640635,7.506971,15.034639,13.807698,19.969416,14.640635,14.065292,14.640635,22.475470,14.571939,14.640635,13.617479,14.640635,14.604849,18.682962,9.606854,
6.928991,11.733429,14.640635,14.640635,14.481391,7.506971,16.410290,14.640635,14.640635,13.261073,14.065292,12.919730,14.241655,17.529699,14.640635,14.640635,14.640635,14.640635,14.640635,13.710969,
6.928991,19.698982,14.640635,14.640635,15.034639,7.506971,12.651307,15.034639,19.476845,15.034639,14.065292,14.640635,14.104108,11.661947,17.555515,18.489113,14.099231,14.640635,13.720832,15.034639,
6.928991,15.937512,15.034639,14.060471,15.490582,7.506971,14.640635,14.308349,14.640635,13.522019,14.065292,17.786064,12.921417,16.610975,11.120990,14.640635,10.181062,14.692888,15.034639,14.640635,
6.928991,14.640635,14.640635,14.640635,14.640635,7.506971,14.650020,14.268487,14.322452,15.034639,14.065292,13.204441,13.082988,14.640635,14.682129,14.623854,14.640635,15.034639,13.138411,13.434486,
