12,16,
0,5,
0,5,
0,5,
0,5,
0,5,
0,15,
0,5,
0,5,
0,5,
0,5,
0,5,
0,5,
0,5,
0,5,
0,5,
0,13,
0,5,
0,5,
0,5,
0,5,
0,5,
0,5,
0,4,
0,5,
0,5,
0,5,
0,5,
0,5,
0,5,
0,5,
0,5,
0,5,
0,5,
0,5,
0,5,
0,5,
0,5,
0,5,
0,5,
19,0,
0,4,
0,5,
0,1,
0,5,
0,5,
0,5,
0,5,
0,5,
0,5,
0,5,
0,5,
0,5,
0,17,
0,5,
0,5,
0,5,
0,5,
0,5,
0,5,
0,5,
0,5,
0,2,
0,3,
0,5,
0,3,
0,5,
0,5,
0,19,
0,5,
0,5,
0,5,
0,7,
0,5,
0,5,
0,5,
0,14,
0,5,
0,5,
0,5,
0,5,
0,5,
0,5,
0,5,
0,5,
0,5,
0,5,
0,5,
0,5,
0,5,
0,5,
0,5,
0,5,
0,5,
0,5,
0,5,
0,5,
0,5,
9,0,
0,5,
0,5,
